# Tue 03:54:05 13-Jul-99
# begin stars.dat
# spatial uniform
# xmin 1.
# xmax 2048.
# ymin 1.
# ymax 2048.
# luminosity salpeter
# mzero -4.
# minmag -7.
# maxmag 0.
# nssample 100
# sorder 10
# sseed 1
# nlsample 100
# lorder 10
# lseed 1
# nstars 500
         752.735 467.855 -4.013
         835.229 470.786 -0.248
         928.704 472.322 -0.869
         590.424 472.518 -3.470
         500.037 482.103 -1.270
         693.129 489.167 -1.170
         873.852 489.586 -2.204
        1241.930 493.843 -3.178
          33.109 497.055 -4.829
        1187.828 497.431 -0.247
         970.872 498.277 -0.218
        1311.637 507.208 -0.251
         612.002 509.015 -0.601
        1379.004 512.946 -3.428
         190.814 514.606 -5.308
         563.506 514.953 -1.749
        1933.786 515.365 -2.579
        1487.182 516.723 -1.838
         418.097 521.374 -1.029
         476.119 524.626 -1.939
          10.520 538.343 -1.267
        1215.857 539.230 -6.394
        1632.942 541.558 -1.135
        1498.587 541.968 -2.146
         797.696 544.519 -0.146
        2026.673 545.242 -6.046
        1178.324 549.587 -2.507
        1407.659 552.396 -3.948
        1494.033 557.301 -0.225
        1123.872 557.731 -2.230
         633.793 570.299 -3.540
        1688.897 571.247 -1.000
        1187.511 572.882 -0.182
        1212.902 575.188 -3.232
         551.128 578.797 -2.454
        1184.660 582.372 -4.513
         959.380 588.749 -2.533
        1648.734 600.519 -1.463
         619.217 602.938 -0.980
        1655.001 607.871 -0.013
          70.310 610.044 -1.711
        1164.949 615.926 -0.774
          73.314 618.211 -5.496
        1388.707 619.950 -1.187
        1997.571 620.640 -0.311
         285.954 623.599 -2.987
         546.949 625.335 -0.734
         292.973 625.522 -0.614
         739.707 631.310 -1.954
        1275.401 635.561 -0.949
        1094.742 635.665 -1.834
        1340.492 642.443 -3.228
        1804.717 648.874 -0.004
         847.792 654.101 -0.599
         451.177 660.804 -2.266
         905.847 664.874 -0.333
         745.154 665.200 -5.849
        1940.619 667.384 -3.041
        1076.443 673.085 -1.178
         989.511 685.400 -1.162
        1689.998 690.161 -0.069
         247.212 704.412 -1.649
        1868.445 704.431 -0.390
        1639.881 705.066 -1.109
         906.490 722.232 -2.581
        1646.700 723.269 -6.457
        1382.971 724.497 -3.015
         873.182 732.493 -0.280
        1092.457 737.010 -0.515
          40.045 745.402 -1.705
          45.126 747.243 -4.096
        1143.104 747.525 -5.048
          95.887 751.570 -2.059
         148.361 755.479 -2.730
         123.932 756.036 -1.016
        1004.685 762.867 -1.901
         759.576 767.074 -0.112
        1359.030 773.342 -1.451
         299.888 774.396 -0.225
        1694.514 779.711 -0.118
        1350.123 792.020 -0.435
         789.857 792.926 -0.963
          75.415 793.544 -1.891
        1349.475 796.398 -1.898
         781.553 796.598 -1.769
         680.639 799.825 -1.039
         224.110 803.259 -2.691
        1377.096 812.181 -1.703
         396.201 813.999 -6.221
        1217.304 822.928 -4.107
        1608.319 840.763 -1.060
        1179.972 842.423 -1.679
         771.469 842.754 -3.706
        1368.982 842.837 -4.556
          48.302 845.313 -0.413
         132.368 845.988 -1.684
        1191.485 851.425 -0.003
         896.867 855.023 -0.272
         870.277 856.804 -0.931
           4.430 861.182 -3.479
        1624.138 869.794 -2.095
         318.628 869.866 -1.436
        1451.801 870.975 -0.954
         328.934 877.363 -0.692
        1599.996 879.959 -1.146
         405.308 880.543 -3.125
        1628.031 889.563 -0.583
        1565.090 892.865 -2.298
          28.533 896.817 -0.172
        1952.296 898.010 -3.298
        1341.464 902.088 -3.187
         307.715 913.695 -3.951
         369.662 916.842 -1.736
        1996.669 918.682 -1.299
        1967.743 918.769 -3.537
         309.635 921.739 -1.349
        1554.882 929.222 -2.567
        1337.266 935.629 -0.857
         112.963 935.981 -1.071
        1947.647 936.820 -0.131
         798.290 942.299 -0.251
        1334.928 944.666 -3.119
         240.052 952.007 -5.096
         604.507 954.063 -5.958
        1740.806 971.159 -0.923
         762.561 971.351 -0.023
         220.713 972.538 -6.935
         194.271 977.797 -0.831
         566.026 981.499 -4.443
        1695.628 981.943 -4.899
        1180.688 983.959 -2.585
         733.773 986.323 -0.423
         885.269 991.112 -0.189
        1308.673 998.204 -6.355
         799.971 999.715 -0.601
         347.176 1003.622 -5.077
        1088.839 1008.930 -0.758
         554.993 1013.045 -3.393
         533.702 1015.866 -0.360
        1032.217 1019.143 -2.352
        1247.727 1019.620 -0.959
         850.185 1024.540 -0.848
        1669.549 1029.983 -0.818
         628.690 1030.949 -2.356
        1654.272 1033.775 -4.956
         849.764 1041.958 -1.513
         814.066 1049.156 -2.196
        1833.154 1052.546 -4.431
        1344.822 1053.237 -2.310
        2028.813 1055.029 -2.228
         305.391 1062.987 -0.544
        1364.267 1063.005 -4.352
         175.656 1071.520 -2.222
        1789.769 1072.474 -5.900
        1551.377 1072.495 -1.292
         368.882 1074.829 -5.724
        1044.071 1075.100 -1.862
         414.469 1075.206 -3.055
        1088.114 1081.637 -4.395
         870.135 1083.220 -2.555
        1908.206 1083.850 -0.672
         519.511 1089.258 -4.464
        1349.643 1089.476 -3.007
         250.422 1101.463 -1.323
         280.996 1104.729 -1.270
         571.224 1107.856 -1.493
        1000.891 1107.952 -2.610
         456.940 1109.416 -0.417
        1786.282 1112.723 -0.034
        1286.332 1128.735 -4.177
        1017.909 1130.748 -2.553
          36.598 1132.645 -3.582
        1594.347 1151.832 -0.860
        1757.961 1161.010 -4.283
         255.877 1162.072 -0.610
         884.019 1164.642 -0.984
        1646.644 1169.824 -2.245
        1426.828 1174.735 -0.472
        1655.598 1176.461 -2.447
         135.460 1177.773 -1.421
         611.146 1178.792 -0.871
        1026.131 1178.912 -5.235
        1506.811 1183.615 -2.829
         350.541 1183.637 -0.679
        1348.926 1184.609 -4.603
        2029.296 1186.178 -2.934
        1760.712 1192.336 -1.783
        1418.340 1193.166 -3.777
        1067.047 1194.878 -0.125
          15.114 1197.444 -0.203
        1187.462 1198.494 -0.048
        1240.332 1199.891 -0.136
         438.784 1201.318 -5.241
        1600.050 1202.498 -4.675
         525.055 1202.982 -1.800
         226.250 1203.127 -1.854
         825.603 1205.983 -1.530
        1765.440 1209.633 -0.581
          11.746 1214.165 -3.547
         194.255 1217.966 -3.153
         388.517 1229.917 -5.500
        1592.292 1230.068 -3.525
        1410.269 1232.474 -3.100
         537.531 1235.803 -0.433
         929.108 1242.351 -0.558
        1695.042 1248.931 -1.118
         704.509 1251.870 -1.448
        1136.068 1251.982 -1.475
        1733.463 1262.885 -5.744
        1655.703 1270.305 -1.559
        1883.780 1272.049 -0.045
         317.348 1272.210 -1.303
        1127.742 1280.954 -2.013
         479.019 1281.642 -5.370
         562.137 1284.539 -0.194
         165.205 1286.485 -5.130
        1785.103 1288.246 -5.458
          61.016 1293.687 -0.103
        1609.489 1299.842 -6.960
         494.795 1303.998 -3.090
        1441.071 1305.717 -4.570
         791.631 1317.207 -2.048
        1603.457 1317.395 -0.573
         854.683 1320.594 -0.029
        1527.664 1326.485 -3.005
         864.567 1328.676 -0.027
        1360.801 1331.625 -2.002
        1893.410 1333.002 -0.384
         800.836 1336.664 -0.327
         259.470 1342.418 -1.410
         910.203 1354.199 -4.321
        1204.637 1363.213 -3.472
        1659.527 1363.998 -2.134
         356.990 1366.695 -3.238
        1805.661 1371.517 -1.889
        1145.904 1374.379 -0.822
        1069.504 1379.835 -3.036
         785.661 1386.117 -3.884
        1962.117 1387.157 -0.534
        1882.269 1389.208 -3.598
        1055.310 1398.605 -1.776
        2025.779 1400.280 -0.820
        1969.424 1402.982 -0.909
        1321.084 1419.343 -2.975
         447.049 1423.012 -1.318
        1476.632 1427.217 -1.361
         200.032 1432.848 -1.070
        2044.466 1435.131 -0.812
        1878.348 1437.496 -1.475
        1628.797 1444.747 -5.573
        1929.127 1446.572 -2.296
         743.315 1450.330 -0.759
        1060.139 1455.293 -2.895
         244.841 1458.021 -1.679
         558.361 1463.225 -2.741
        1661.699 1465.239 -3.683
         492.447 1476.612 -3.626
        1378.809 1477.208 -3.629
         694.723 1477.768 -1.803
        1204.004 1480.281 -2.326
         940.162 1483.404 -0.652
         698.257 1488.083 -2.975
        1012.286 1497.465 -0.546
         919.809 1497.558 -0.076
        1399.445 1498.419 -1.174
         919.689 1500.130 -2.445
         258.171 1503.512 -0.927
        1939.137 1504.388 -2.746
        1694.882 1510.702 -6.789
        1410.943 1513.066 -3.569
        1742.367 1514.880 -1.055
        1528.400 1518.975 -5.165
         204.068 1519.809 -4.633
         756.875 1523.379 -1.036
        1578.339 1524.592 -1.051
         587.601 1525.170 -2.291
        1562.394 1526.205 -6.231
        1524.387 1529.173 -4.323
        1027.700 1542.392 -0.572
        1405.608 1542.802 -2.167
        1556.038 1554.363 -4.943
         936.745 1555.356 -1.970
        1843.661 1561.329 -2.449
        1069.548 1561.781 -1.820
        1882.554 1563.864 -4.788
         476.801 1564.881 -3.277
        1857.211 1569.870 -1.445
        1430.392 1575.309 -1.494
         575.383 1608.142 -2.814
        1653.431 1609.282 -1.919
        1049.808 1621.143 -1.605
        2008.208 1628.720 -1.594
         751.385 1634.984 -2.566
         242.391 1639.933 -2.000
        1531.094 1642.189 -0.692
        1747.490 1654.439 -1.044
         671.899 1654.567 -2.286
        1161.948 1657.413 -0.155
        1397.263 1666.381 -0.770
         758.856 1667.450 -1.191
        2016.563 1671.151 -2.710
        1519.527 1671.924 -1.853
         605.758 1680.332 -3.810
        1110.142 1681.101 -5.361
         994.623 1681.544 -1.481
        1764.958 1682.530 -1.281
        1466.465 1687.939 -2.160
        1355.305 1688.823 -1.209
         464.263 1694.100 -1.871
         746.542 1704.253 -1.352
        1449.153 1706.878 -1.770
        1770.757 1709.549 -0.309
        1514.183 1715.214 -2.602
        1170.865 1715.951 -2.534
        2036.287 1720.914 -5.843
         299.459 1734.709 -0.358
         451.475 1736.222 -2.483
        1275.142 1736.615 -2.100
          63.763 1737.293 -4.522
         667.432 1738.039 -6.332
        1412.153 1748.757 -2.305
         385.060 1751.194 -4.984
         354.145 1753.785 -3.332
         367.856 1764.452 -2.211
        1969.728 1768.051 -2.221
        1851.834 1783.059 -4.010
         830.859 1783.270 -0.113
        1144.923 1791.586 -4.987
         256.803 1804.051 -0.469
        1409.885 1804.183 -0.110
         883.070 1804.914 -2.425
          44.467 1806.749 -1.803
        1805.478 1812.904 -2.851
         710.605 1822.053 -4.269
         370.303 1825.649 -0.224
         791.932 1826.198 -4.776
        1040.873 1826.214 -2.305
        1637.169 1827.784 -3.500
         231.195 1836.378 -0.289
        1464.341 1837.952 -2.435
         319.705 1844.403 -1.203
         149.202 1848.864 -4.607
          94.474 1850.508 -1.364
        1436.197 1874.302 -1.104
         632.101 1874.328 -4.479
         580.539 1875.702 -2.037
        1454.325 1877.853 -3.144
        1362.285 1880.300 -2.821
         609.983 1885.217 -0.589
        1111.998 1891.458 -1.926
        1552.659 1893.099 -0.556
         828.613 1893.773 -0.866
        1109.641 1895.915 -2.385
         487.402 1898.188 -4.262
         107.368 1906.354 -0.519
         578.771 1910.732 -0.678
        1665.459 1921.831 -1.442
         221.731 1922.943 -3.774
         404.647 1923.386 -0.791
         553.201 1935.386 -2.655
        1857.481 1940.129 -1.602
         279.668 1946.680 -1.483
         826.809 1946.871 -5.366
        1320.471 1957.055 -1.266
        1917.642 1961.019 -1.443
        1394.799 1965.834 -3.453
        1862.060 1971.119 -0.241
        1330.392 1972.319 -3.396
         852.640 1972.320 -1.346
         938.518 1976.156 -4.615
         164.409 1978.247 -5.367
        1083.646 1982.722 -2.443
        1246.329 1990.455 -6.640
        1040.671 1994.663 -2.737
         647.311 1999.250 -0.621
        1789.328 2004.260 -0.025
        1695.302 2006.727 -0.205
        1359.441 2007.449 -1.613
         155.841 2014.509 -6.686
        1876.164 2024.008 -0.316
        1496.560 2026.619 -1.502
         264.399 2027.858 -4.271
          83.712 2030.498 -3.910
         462.279 2031.954 -2.934
         704.200 2032.193 -6.875
        1155.299 2037.745 -3.208
        1468.679 2038.795 -2.207
        1975.508 2041.847 -3.371
         614.273 2046.059 -2.076

